MonthlyIncome,FederalMonthlyTax,StateMonthlyTax
270800,96404.71,13986.4
270850,96423.21,13989.0
270900,96441.71,13991.59
270950,96460.21,13994.19
271000,96478.71,13996.78
271050,96497.21,13999.38
271100,96515.71,14001.97
271150,96534.21,14004.57
271200,96552.71,14007.16
271250,96571.21,14009.76
271300,96589.71,14012.35
271350,96608.21,14014.95
271400,96626.71,14017.54
271450,96645.21,14020.14
271500,96663.71,14022.73
271550,96682.21,14025.33
271600,96700.71,14027.92
271650,96719.21,14030.52
271700,96737.71,14033.11
271750,96756.21,14035.71
271800,96774.71,14038.3
271850,96793.21,14040.9
271900,96811.71,14043.49
271950,96830.21,14046.09
272000,96848.71,14048.68
272050,96867.21,14051.28
272100,96885.71,14053.87
272150,96904.21,14056.47
272200,96922.71,14059.06
272250,96941.21,14061.66
272300,96959.71,14064.25
272350,96978.21,14066.85
272400,96996.71,14069.44
272450,97015.21,14072.04
272500,97033.71,14074.63
272550,97052.21,14077.23
272600,97070.71,14079.82
272650,97089.21,14082.42
272700,97107.71,14085.01
272750,97126.21,14087.61
272800,97144.71,14090.2
272850,97163.21,14092.8
272900,97181.71,14095.39
272950,97200.21,14097.99
273000,97218.71,14100.58
273050,97237.21,14103.18
273100,97255.71,14105.77
273150,97274.21,14108.37
273200,97292.71,14110.96
273250,97311.21,14113.56
273300,97329.71,14116.15
273350,97348.21,14118.75
273400,97366.71,14121.34
273450,97385.21,14123.94
273500,97403.71,14126.53
273550,97422.21,14129.13
273600,97440.71,14131.72
273650,97459.21,14134.32
273700,97477.71,14136.91
273750,97496.21,14139.51
273800,97514.71,14142.1
273850,97533.21,14144.7
273900,97551.71,14147.29
273950,97570.21,14149.89
274000,97588.71,14152.48
274050,97607.21,14155.08
274100,97625.71,14157.67
274150,97644.21,14160.27
274200,97662.71,14162.86
274250,97681.21,14165.46
274300,97699.71,14168.05
274350,97718.21,14170.65
274400,97736.71,14173.24
274450,97755.21,14175.84
274500,97773.71,14178.43
274550,97792.21,14181.03
274600,97810.71,14183.62
274650,97829.21,14186.22
274700,97847.71,14188.81
274750,97866.21,14191.41
274800,97884.71,14194.0
274850,97903.21,14196.6
274900,97921.71,14199.19
274950,97940.21,14201.79
275000,97958.71,14204.38
275050,97977.21,14206.98
275100,97995.71,14209.57
275150,98014.21,14212.17
275200,98032.71,14214.76
275250,98051.21,14217.36
275300,98069.71,14219.95
275350,98088.21,14222.55
275400,98106.71,14225.14
275450,98125.21,14227.74
275500,98143.71,14230.33
275550,98162.21,14232.93
275600,98180.71,14235.52
275650,98199.21,14238.12
275700,98217.71,14240.71
275750,98236.21,14243.31
275800,98254.71,14245.9
275850,98273.21,14248.5
275900,98291.71,14251.09
275950,98310.21,14253.69
276000,98328.71,14256.28
276050,98347.21,14258.88
276100,98365.71,14261.47
276150,98384.21,14264.07
276200,98402.71,14266.66
276250,98421.21,14269.26
276300,98439.71,14271.85
276350,98458.21,14274.45
276400,98476.71,14277.04
276450,98495.21,14279.64
276500,98513.71,14282.23
276550,98532.21,14284.83
276600,98550.71,14287.42
276650,98569.21,14290.02
276700,98587.71,14292.61
276750,98606.21,14295.21
276800,98624.71,14297.8
276850,98643.21,14300.4
276900,98661.71,14302.99
276950,98680.21,14305.59
277000,98698.71,14308.18
277050,98717.21,14310.78
277100,98735.71,14313.37
277150,98754.21,14315.97
277200,98772.71,14318.56
277250,98791.21,14321.16
277300,98809.71,14323.75
277350,98828.21,14326.35
277400,98846.71,14328.94
277450,98865.21,14331.54
277500,98883.71,14334.13
277550,98902.21,14336.73
277600,98920.71,14339.32
277650,98939.21,14341.92
277700,98957.71,14344.51
277750,98976.21,14347.11
277800,98994.71,14349.7
277850,99013.21,14352.3
277900,99031.71,14354.89
277950,99050.21,14357.49
278000,99068.71,14360.08
278050,99087.21,14362.68
278100,99105.71,14365.27
278150,99124.21,14367.87
278200,99142.71,14370.46
278250,99161.21,14373.06
278300,99179.71,14375.65
278350,99198.21,14378.25
278400,99216.71,14380.84
278450,99235.21,14383.44
278500,99253.71,14386.03
278550,99272.21,14388.63
278600,99290.71,14391.22
278650,99309.21,14393.82
278700,99327.71,14396.41
278750,99346.21,14399.01
278800,99364.71,14401.6
278850,99383.21,14404.2
278900,99401.71,14406.79
278950,99420.21,14409.39
279000,99438.71,14411.98
279050,99457.21,14414.58
279100,99475.71,14417.17
279150,99494.21,14419.77
279200,99512.71,14422.36
279250,99531.21,14424.96
279300,99549.71,14427.55
279350,99568.21,14430.15
279400,99586.71,14432.74
279450,99605.21,14435.34
279500,99623.71,14437.93
279550,99642.21,14440.53
279600,99660.71,14443.12
279650,99679.21,14445.72
279700,99697.71,14448.31
279750,99716.21,14450.91
279800,99734.71,14453.5
279850,99753.21,14456.1
279900,99771.71,14458.69
279950,99790.21,14461.29
280000,99808.71,14463.88
280050,99827.21,14466.48
280100,99845.71,14469.07
280150,99864.21,14471.67
280200,99882.71,14474.26
280250,99901.21,14476.86
280300,99919.71,14479.45
280350,99938.21,14482.05
280400,99956.71,14484.64
280450,99975.21,14487.24
280500,99993.71,14489.83
280550,100012.21,14492.43
280600,100030.71,14495.02
280650,100049.21,14497.62
280700,100067.71,14500.21
280750,100086.21,14502.81
280800,100104.71,14505.4
280850,100123.21,14508.0
280900,100141.71,14510.59
280950,100160.21,14513.19
281000,100178.71,14515.78
281050,100197.21,14518.38
281100,100215.71,14520.97
281150,100234.21,14523.57
281200,100252.71,14526.16
281250,100271.21,14528.76
281300,100289.71,14531.35
281350,100308.21,14533.95
281400,100326.71,14536.54
281450,100345.21,14539.14
281500,100363.71,14541.73
281550,100382.21,14544.33
281600,100400.71,14546.92
281650,100419.21,14549.52
281700,100437.71,14552.11
281750,100456.21,14554.71
281800,100474.71,14557.3
281850,100493.21,14559.9
281900,100511.71,14562.49
281950,100530.21,14565.09
282000,100548.71,14567.68
282050,100567.21,14570.28
282100,100585.71,14572.87
282150,100604.21,14575.47
282200,100622.71,14578.06
282250,100641.21,14580.66
282300,100659.71,14583.25
282350,100678.21,14585.85
282400,100696.71,14588.44
282450,100715.21,14591.04
282500,100733.71,14593.63
282550,100752.21,14596.23
282600,100770.71,14598.82
282650,100789.21,14601.42
282700,100807.71,14604.01
282750,100826.21,14606.61
282800,100844.71,14609.2
282850,100863.21,14611.8
282900,100881.71,14614.39
282950,100900.21,14616.99
283000,100918.71,14619.58
283050,100937.21,14622.18
283100,100955.71,14624.77
283150,100974.21,14627.37
283200,100992.71,14629.96
283250,101011.21,14632.56
283300,101029.71,14635.15
283350,101048.21,14637.75
283400,101066.71,14640.34
283450,101085.21,14642.94
283500,101103.71,14645.53
283550,101122.21,14648.13
283600,101140.71,14650.72
283650,101159.21,14653.32
283700,101177.71,14655.91
283750,101196.21,14658.51
283800,101214.71,14661.1
283850,101233.21,14663.7
283900,101251.71,14666.29
283950,101270.21,14668.89
284000,101288.71,14671.48
284050,101307.21,14674.08
284100,101325.71,14676.67
284150,101344.21,14679.27
284200,101362.71,14681.86
284250,101381.21,14684.46
284300,101399.71,14687.05
284350,101418.21,14689.65
284400,101436.71,14692.24
284450,101455.21,14694.84
284500,101473.71,14697.43
284550,101492.21,14700.03
284600,101510.71,14702.62
284650,101529.21,14705.22
284700,101547.71,14707.81
284750,101566.21,14710.41
284800,101584.71,14713.0
284850,101603.21,14715.6
284900,101621.71,14718.19
284950,101640.21,14720.79
285000,101658.71,14723.38
285050,101677.21,14725.98
285100,101695.71,14728.57
285150,101714.21,14731.17
285200,101732.71,14733.76
285250,101751.21,14736.36
285300,101769.71,14738.95
285350,101788.21,14741.55
285400,101806.71,14744.14
285450,101825.21,14746.74
285500,101843.71,14749.33
285550,101862.21,14751.93
285600,101880.71,14754.52
285650,101899.21,14757.12
285700,101917.71,14759.71
285750,101936.21,14762.31
285800,101954.71,14764.9
285850,101973.21,14767.5
285900,101991.71,14770.09
285950,102010.21,14772.69
286000,102028.71,14775.28
286050,102047.21,14777.88
286100,102065.71,14780.47
286150,102084.21,14783.07
286200,102102.71,14785.66
286250,102121.21,14788.26
286300,102139.71,14790.85
286350,102158.21,14793.45
286400,102176.71,14796.04
286450,102195.21,14798.64
286500,102213.71,14801.23
286550,102232.21,14803.83
286600,102250.71,14806.42
286650,102269.21,14809.02
286700,102287.71,14811.61
286750,102306.21,14814.21
286800,102324.71,14816.8
286850,102343.21,14819.4
286900,102361.71,14821.99
286950,102380.21,14824.59
287000,102398.71,14827.18
287050,102417.21,14829.78
287100,102435.71,14832.37
287150,102454.21,14834.97
287200,102472.71,14837.56
287250,102491.21,14840.16
287300,102509.71,14842.75
287350,102528.21,14845.35
287400,102546.71,14847.94
287450,102565.21,14850.54
287500,102583.71,14853.13
287550,102602.21,14855.73
287600,102620.71,14858.32
287650,102639.21,14860.92
287700,102657.71,14863.51
287750,102676.21,14866.11
287800,102694.71,14868.7
287850,102713.21,14871.3
287900,102731.71,14873.89
287950,102750.21,14876.49
288000,102768.71,14879.08
288050,102787.21,14881.68
288100,102805.71,14884.27
288150,102824.21,14886.87
288200,102842.71,14889.46
288250,102861.21,14892.06
288300,102879.71,14894.65
288350,102898.21,14897.25
288400,102916.71,14899.84
288450,102935.21,14902.44
288500,102953.71,14905.03
288550,102972.21,14907.63
288600,102990.71,14910.22
288650,103009.21,14912.82
288700,103027.71,14915.41
288750,103046.21,14918.01
288800,103064.71,14920.6
288850,103083.21,14923.2
288900,103101.71,14925.79
288950,103120.21,14928.39
289000,103138.71,14930.98
289050,103157.21,14933.58
289100,103175.71,14936.17
289150,103194.21,14938.77
289200,103212.71,14941.36
289250,103231.21,14943.96
289300,103249.71,14946.55
289350,103268.21,14949.15
289400,103286.71,14951.74
289450,103305.21,14954.34
289500,103323.71,14956.93
289550,103342.21,14959.53
289600,103360.71,14962.12
289650,103379.21,14964.72
289700,103397.71,14967.31
289750,103416.21,14969.91
289800,103434.71,14972.5
289850,103453.21,14975.1
289900,103471.71,14977.69
289950,103490.21,14980.29
290000,103508.71,14982.88
290050,103527.21,14985.48
290100,103545.71,14988.07
290150,103564.21,14990.67
290200,103582.71,14993.26
290250,103601.21,14995.86
290300,103619.71,14998.45
290350,103638.21,15001.05
290400,103656.71,15003.64
290450,103675.21,15006.24
290500,103693.71,15008.83
290550,103712.21,15011.43
290600,103730.71,15014.02
290650,103749.21,15016.62
290700,103767.71,15019.21
290750,103786.21,15021.81
290800,103804.71,15024.4
290850,103823.21,15027.0
290900,103841.71,15029.59
290950,103860.21,15032.19
291000,103878.71,15034.78
291050,103897.21,15037.38
291100,103915.71,15039.97
291150,103934.21,15042.57
291200,103952.71,15045.16
291250,103971.21,15047.76
291300,103989.71,15050.35
291350,104008.21,15052.95
291400,104026.71,15055.54
291450,104045.21,15058.14
291500,104063.71,15060.73
291550,104082.21,15063.33
291600,104100.71,15065.92
291650,104119.21,15068.52
291700,104137.71,15071.11
291750,104156.21,15073.71
291800,104174.71,15076.3
291850,104193.21,15078.9
291900,104211.71,15081.49
291950,104230.21,15084.09
292000,104248.71,15086.68
292050,104267.21,15089.28
292100,104285.71,15091.87
292150,104304.21,15094.47
292200,104322.71,15097.06
292250,104341.21,15099.66
292300,104359.71,15102.25
292350,104378.21,15104.85
292400,104396.71,15107.44
292450,104415.21,15110.04
292500,104433.71,15112.63
292550,104452.21,15115.23
292600,104470.71,15117.82
292650,104489.21,15120.42
292700,104507.71,15123.01
292750,104526.21,15125.61
292800,104544.71,15128.2
292850,104563.21,15130.8
292900,104581.71,15133.39
292950,104600.21,15135.99
293000,104618.71,15138.58
293050,104637.21,15141.18
293100,104655.71,15143.77
293150,104674.21,15146.37
293200,104692.71,15148.96
293250,104711.21,15151.56
293300,104729.71,15154.15
293350,104748.21,15156.75
293400,104766.71,15159.34
293450,104785.21,15161.94
293500,104803.71,15164.53
293550,104822.21,15167.13
293600,104840.71,15169.72
293650,104859.21,15172.32
293700,104877.71,15174.91
293750,104896.21,15177.51
293800,104914.71,15180.1
293850,104933.21,15182.7
293900,104951.71,15185.29
293950,104970.21,15187.89
294000,104988.71,15190.48
294050,105007.21,15193.08
294100,105025.71,15195.67
294150,105044.21,15198.27
294200,105062.71,15200.86
294250,105081.21,15203.46
294300,105099.71,15206.05
294350,105118.21,15208.65
294400,105136.71,15211.24
294450,105155.21,15213.84
294500,105173.71,15216.43
294550,105192.21,15219.03
294600,105210.71,15221.62
294650,105229.21,15224.22
294700,105247.71,15226.81
294750,105266.21,15229.41
294800,105284.71,15232.0
294850,105303.21,15234.6
294900,105321.71,15237.19
294950,105340.21,15239.79
295000,105358.71,15242.38
295050,105377.21,15244.98
295100,105395.71,15247.57
295150,105414.21,15250.17
295200,105432.71,15252.76
295250,105451.21,15255.36
295300,105469.71,15257.95
295350,105488.21,15260.55
295400,105506.71,15263.14
295450,105525.21,15265.74
295500,105543.71,15268.33
295550,105562.21,15270.93
295600,105580.71,15273.52
295650,105599.21,15276.12
295700,105617.71,15278.71
295750,105636.21,15281.31
295800,105654.71,15283.9
295850,105673.21,15286.5
295900,105691.71,15289.09
295950,105710.21,15291.69
296000,105728.71,15294.28
296050,105747.21,15296.88
296100,105765.71,15299.47
296150,105784.21,15302.07
296200,105802.71,15304.66
296250,105821.21,15307.26
296300,105839.71,15309.85
296350,105858.21,15312.45
296400,105876.71,15315.04
296450,105895.21,15317.64
296500,105913.71,15320.23
296550,105932.21,15322.83
296600,105950.71,15325.42
296650,105969.21,15328.02
296700,105987.71,15330.61
296750,106006.21,15333.21
296800,106024.71,15335.8
296850,106043.21,15338.4
296900,106061.71,15340.99
296950,106080.21,15343.59
297000,106098.71,15346.18
297050,106117.21,15348.78
297100,106135.71,15351.37
297150,106154.21,15353.97
297200,106172.71,15356.56
297250,106191.21,15359.16
297300,106209.71,15361.75
297350,106228.21,15364.35
297400,106246.71,15366.94
297450,106265.21,15369.54
297500,106283.71,15372.13
297550,106302.21,15374.73
297600,106320.71,15377.32
297650,106339.21,15379.92
297700,106357.71,15382.51
297750,106376.21,15385.11
297800,106394.71,15387.7
297850,106413.21,15390.3
297900,106431.71,15392.89
297950,106450.21,15395.49
298000,106468.71,15398.08
298050,106487.21,15400.68
298100,106505.71,15403.27
298150,106524.21,15405.87
298200,106542.71,15408.46
298250,106561.21,15411.06
298300,106579.71,15413.65
298350,106598.21,15416.25
298400,106616.71,15418.84
298450,106635.21,15421.44
298500,106653.71,15424.03
298550,106672.21,15426.63
298600,106690.71,15429.22
298650,106709.21,15431.82
298700,106727.71,15434.41
298750,106746.21,15437.01
298800,106764.71,15439.6
298850,106783.21,15442.2
298900,106801.71,15444.79
298950,106820.21,15447.39
299000,106838.71,15449.98
299050,106857.21,15452.58
299100,106875.71,15455.17
299150,106894.21,15457.77
299200,106912.71,15460.36
299250,106931.21,15462.96
299300,106949.71,15465.55
299350,106968.21,15468.15
299400,106986.71,15470.74
299450,107005.21,15473.34
299500,107023.71,15475.93
299550,107042.21,15478.53
299600,107060.71,15481.12
299650,107079.21,15483.72
299700,107097.71,15486.31
299750,107116.21,15488.91
299800,107134.71,15491.5
299850,107153.21,15494.1
299900,107171.71,15496.69
299950,107190.21,15499.29
300000,107208.71,15501.88
300050,107227.21,15504.48
300100,107245.71,15507.07
300150,107264.21,15509.67
300200,107282.71,15512.26
300250,107301.21,15514.86
300300,107319.71,15517.45
300350,107338.21,15520.05
300400,107356.71,15522.64
300450,107375.21,15525.24
300500,107393.71,15527.83
300550,107412.21,15530.43
300600,107430.71,15533.02
300650,107449.21,15535.62
300700,107467.71,15538.21
300750,107486.21,15540.81
300800,107504.71,15543.4
300850,107523.21,15546.0
300900,107541.71,15548.59
300950,107560.21,15551.19
301000,107578.71,15553.78
301050,107597.21,15556.38
301100,107615.71,15558.97
301150,107634.21,15561.57
301200,107652.71,15564.16
301250,107671.21,15566.76
301300,107689.71,15569.35
301350,107708.21,15571.95
301400,107726.71,15574.54
301450,107745.21,15577.14
301500,107763.71,15579.73
301550,107782.21,15582.33
301600,107800.71,15584.92
301650,107819.21,15587.52
301700,107837.71,15590.11
301750,107856.21,15592.71
301800,107874.71,15595.3
301850,107893.21,15597.9
301900,107911.71,15600.49
301950,107930.21,15603.09
302000,107948.71,15605.68
302050,107967.21,15608.28
302100,107985.71,15610.87
302150,108004.21,15613.47
302200,108022.71,15616.06
302250,108041.21,15618.66
302300,108059.71,15621.25
302350,108078.21,15623.85
302400,108096.71,15626.44
302450,108115.21,15629.04
302500,108133.71,15631.63
302550,108152.21,15634.23
302600,108170.71,15636.82
302650,108189.21,15639.42
302700,108207.71,15642.01
302750,108226.21,15644.61
302800,108244.71,15647.2
302850,108263.21,15649.8
302900,108281.71,15652.39
302950,108300.21,15654.99
303000,108318.71,15657.58
303050,108337.21,15660.18
303100,108355.71,15662.77
303150,108374.21,15665.37
303200,108392.71,15667.96
303250,108411.21,15670.56
303300,108429.71,15673.15
303350,108448.21,15675.75
303400,108466.71,15678.34
303450,108485.21,15680.94
303500,108503.71,15683.53
303550,108522.21,15686.13
303600,108540.71,15688.72
303650,108559.21,15691.32
303700,108577.71,15693.91
303750,108596.21,15696.51
303800,108614.71,15699.1
303850,108633.21,15701.7
303900,108651.71,15704.29
303950,108670.21,15706.89
304000,108688.71,15709.48
304050,108707.21,15712.08
304100,108725.71,15714.67
304150,108744.21,15717.27
304200,108762.71,15719.86
304250,108781.21,15722.46
304300,108799.71,15725.05
304350,108818.21,15727.65
304400,108836.71,15730.24
304450,108855.21,15732.84
304500,108873.71,15735.43
304550,108892.21,15738.03
304600,108910.71,15740.62
304650,108929.21,15743.22
304700,108947.71,15745.81
304750,108966.21,15748.41
304800,108984.71,15751.0
304850,109003.21,15753.6
304900,109021.71,15756.19
304950,109040.21,15758.79
305000,109058.71,15761.38
305050,109077.21,15763.98
305100,109095.71,15766.57
305150,109114.21,15769.17
305200,109132.71,15771.76
305250,109151.21,15774.36
305300,109169.71,15776.95
305350,109188.21,15779.55
305400,109206.71,15782.14
305450,109225.21,15784.74
305500,109243.71,15787.33
305550,109262.21,15789.93
305600,109280.71,15792.52
305650,109299.21,15795.12
305700,109317.71,15797.71
305750,109336.21,15800.31
305800,109354.71,15802.9
305850,109373.21,15805.5
305900,109391.71,15808.09
305950,109410.21,15810.69
306000,109428.71,15813.28
306050,109447.21,15815.88
306100,109465.71,15818.47
306150,109484.21,15821.07
306200,109502.71,15823.66
306250,109521.21,15826.26
306300,109539.71,15828.85
306350,109558.21,15831.45
306400,109576.71,15834.04
306450,109595.21,15836.64
306500,109613.71,15839.23
306550,109632.21,15841.83
306600,109650.71,15844.42
306650,109669.21,15847.02
306700,109687.71,15849.61
306750,109706.21,15852.21
306800,109724.71,15854.8
306850,109743.21,15857.4
306900,109761.71,15859.99
306950,109780.21,15862.59
307000,109798.71,15865.18
307050,109817.21,15867.78
307100,109835.71,15870.37
307150,109854.21,15872.97
307200,109872.71,15875.56
307250,109891.21,15878.16
307300,109909.71,15880.75
307350,109928.21,15883.35
307400,109946.71,15885.94
307450,109965.21,15888.54
307500,109983.71,15891.13
307550,110002.21,15893.73
307600,110020.71,15896.32
307650,110039.21,15898.92
307700,110057.71,15901.51
307750,110076.21,15904.11
307800,110094.71,15906.7
307850,110113.21,15909.3
307900,110131.71,15911.89
307950,110150.21,15914.49
308000,110168.71,15917.08
308050,110187.21,15919.68
308100,110205.71,15922.27
308150,110224.21,15924.87
308200,110242.71,15927.46
308250,110261.21,15930.06
308300,110279.71,15932.65
308350,110298.21,15935.25
308400,110316.71,15937.84
308450,110335.21,15940.44
308500,110353.71,15943.03
308550,110372.21,15945.63
308600,110390.71,15948.22
308650,110409.21,15950.82
308700,110427.71,15953.41
308750,110446.21,15956.01
308800,110464.71,15958.6
308850,110483.21,15961.2
308900,110501.71,15963.79
308950,110520.21,15966.39
309000,110538.71,15968.98
309050,110557.21,15971.58
309100,110575.71,15974.17
309150,110594.21,15976.77
309200,110612.71,15979.36
309250,110631.21,15981.96
309300,110649.71,15984.55
309350,110668.21,15987.15
309400,110686.71,15989.74
309450,110705.21,15992.34
309500,110723.71,15994.93
309550,110742.21,15997.53
309600,110760.71,16000.12
309650,110779.21,16002.72
309700,110797.71,16005.31
309750,110816.21,16007.91
309800,110834.71,16010.5
309850,110853.21,16013.1
309900,110871.71,16015.69
309950,110890.21,16018.29
310000,110908.71,16020.88
310050,110927.21,16023.48
310100,110945.71,16026.07
310150,110964.21,16028.67
310200,110982.71,16031.26
310250,111001.21,16033.86
310300,111019.71,16036.45
310350,111038.21,16039.05
310400,111056.71,16041.64
310450,111075.21,16044.24
310500,111093.71,16046.83
310550,111112.21,16049.43
310600,111130.71,16052.02
310650,111149.21,16054.62
310700,111167.71,16057.21
310750,111186.21,16059.81
310800,111204.71,16062.4
310850,111223.21,16065.0
310900,111241.71,16067.59
310950,111260.21,16070.19
311000,111278.71,16072.78
311050,111297.21,16075.38
311100,111315.71,16077.97
311150,111334.21,16080.57
311200,111352.71,16083.16
311250,111371.21,16085.76
311300,111389.71,16088.35
311350,111408.21,16090.95
311400,111426.71,16093.54
311450,111445.21,16096.14
311500,111463.71,16098.73
311550,111482.21,16101.33
311600,111500.71,16103.92
311650,111519.21,16106.52
311700,111537.71,16109.11
311750,111556.21,16111.71
311800,111574.71,16114.3
311850,111593.21,16116.9
311900,111611.71,16119.49
311950,111630.21,16122.09
312000,111648.71,16124.68
312050,111667.21,16127.28
312100,111685.71,16129.87
312150,111704.21,16132.47
312200,111722.71,16135.06
312250,111741.21,16137.66
312300,111759.71,16140.25
312350,111778.21,16142.85
312400,111796.71,16145.44
312450,111815.21,16148.04
312500,111833.71,16150.63
312550,111852.21,16153.23
312600,111870.71,16155.82
312650,111889.21,16158.42
312700,111907.71,16161.01
312750,111926.21,16163.61
312800,111944.71,16166.2
312850,111963.21,16168.8
312900,111981.71,16171.39
312950,112000.21,16173.99
313000,112018.71,16176.58
313050,112037.21,16179.18
313100,112055.71,16181.77
313150,112074.21,16184.37
313200,112092.71,16186.96
313250,112111.21,16189.56
313300,112129.71,16192.15
313350,112148.21,16194.75
313400,112166.71,16197.34
313450,112185.21,16199.94
313500,112203.71,16202.53
313550,112222.21,16205.13
313600,112240.71,16207.72
313650,112259.21,16210.32
313700,112277.71,16212.91
313750,112296.21,16215.51
313800,112314.71,16218.1
313850,112333.21,16220.7
313900,112351.71,16223.29
313950,112370.21,16225.89
314000,112388.71,16228.48
314050,112407.21,16231.08
314100,112425.71,16233.67
314150,112444.21,16236.27
314200,112462.71,16238.86
314250,112481.21,16241.46
314300,112499.71,16244.05
314350,112518.21,16246.65
314400,112536.71,16249.24
314450,112555.21,16251.84
314500,112573.71,16254.43
314550,112592.21,16257.03
314600,112610.71,16259.62
314650,112629.21,16262.22
314700,112647.71,16264.81
314750,112666.21,16267.41
314800,112684.71,16270.0
314850,112703.21,16272.6
314900,112721.71,16275.19
314950,112740.21,16277.79
315000,112758.71,16280.38
315050,112777.21,16282.98
315100,112795.71,16285.57
315150,112814.21,16288.17
315200,112832.71,16290.76
315250,112851.21,16293.36
315300,112869.71,16295.95
315350,112888.21,16298.55
315400,112906.71,16301.14
315450,112925.21,16303.74
315500,112943.71,16306.33
315550,112962.21,16308.93
315600,112980.71,16311.52
315650,112999.21,16314.12
315700,113017.71,16316.71
315750,113036.21,16319.31
315800,113054.71,16321.9
315850,113073.21,16324.5
315900,113091.71,16327.09
315950,113110.21,16329.69
316000,113128.71,16332.28
316050,113147.21,16334.88
316100,113165.71,16337.47
316150,113184.21,16340.07
316200,113202.71,16342.66
316250,113221.21,16345.26
316300,113239.71,16347.85
316350,113258.21,16350.45
316400,113276.71,16353.04
316450,113295.21,16355.64
316500,113313.71,16358.23
316550,113332.21,16360.83
316600,113350.71,16363.42
316650,113369.21,16366.02
316700,113387.71,16368.61
316750,113406.21,16371.21
316800,113424.71,16373.8
316850,113443.21,16376.4
316900,113461.71,16378.99
316950,113480.21,16381.59
317000,113498.71,16384.18
317050,113517.21,16386.78
317100,113535.71,16389.37
317150,113554.21,16391.97
317200,113572.71,16394.56
317250,113591.21,16397.16
317300,113609.71,16399.75
317350,113628.21,16402.35
317400,113646.71,16404.94
317450,113665.21,16407.54
317500,113683.71,16410.13
317550,113702.21,16412.73
317600,113720.71,16415.32
317650,113739.21,16417.92
317700,113757.71,16420.51
317750,113776.21,16423.11
317800,113794.71,16425.7
317850,113813.21,16428.3
317900,113831.71,16430.89
317950,113850.21,16433.49
318000,113868.71,16436.08
318050,113887.21,16438.68
318100,113905.71,16441.27
318150,113924.21,16443.87
318200,113942.71,16446.46
318250,113961.21,16449.06
318300,113979.71,16451.65
318350,113998.21,16454.25
318400,114016.71,16456.84
318450,114035.21,16459.44
318500,114053.71,16462.03
318550,114072.21,16464.63
318600,114090.71,16467.22
318650,114109.21,16469.82
318700,114127.71,16472.41
318750,114146.21,16475.01
318800,114164.71,16477.6
318850,114183.21,16480.2
318900,114201.71,16482.79
318950,114220.21,16485.39
319000,114238.71,16487.98
319050,114257.21,16490.58
319100,114275.71,16493.17
319150,114294.21,16495.77
319200,114312.71,16498.36
319250,114331.21,16500.96
319300,114349.71,16503.55
319350,114368.21,16506.15
319400,114386.71,16508.74
319450,114405.21,16511.34
319500,114423.71,16513.93
319550,114442.21,16516.53
319600,114460.71,16519.12
319650,114479.21,16521.72
319700,114497.71,16524.31
319750,114516.21,16526.91
319800,114534.71,16529.5
319850,114553.21,16532.1
319900,114571.71,16534.69
319950,114590.21,16537.29
320000,114608.71,16539.88
320050,114627.21,16542.48
320100,114645.71,16545.07
320150,114664.21,16547.67
320200,114682.71,16550.26
320250,114701.21,16552.86
320300,114719.71,16555.45
320350,114738.21,16558.05
320400,114756.71,16560.64
320450,114775.21,16563.24
320500,114793.71,16565.83
320550,114812.21,16568.43
320600,114830.71,16571.02
320650,114849.21,16573.62
320700,114867.71,16576.21
320750,114886.21,16578.81
320800,114904.71,16581.4
320850,114923.21,16584.0
320900,114941.71,16586.59
320950,114960.21,16589.19
321000,114978.71,16591.78
321050,114997.21,16594.38
321100,115015.71,16596.97
321150,115034.21,16599.57
321200,115052.71,16602.16
321250,115071.21,16604.76
321300,115089.71,16607.35
321350,115108.21,16609.95
321400,115126.71,16612.54
321450,115145.21,16615.14
321500,115163.71,16617.73
321550,115182.21,16620.33
321600,115200.71,16622.92
321650,115219.21,16625.52
321700,115237.71,16628.11
321750,115256.21,16630.71
321800,115274.71,16633.3
321850,115293.21,16635.9
321900,115311.71,16638.49
321950,115330.21,16641.09
322000,115348.71,16643.68
322050,115367.21,16646.28
322100,115385.71,16648.87
322150,115404.21,16651.47
322200,115422.71,16654.06
322250,115441.21,16656.66
322300,115459.71,16659.25
322350,115478.21,16661.85
322400,115496.71,16664.44
322450,115515.21,16667.04
322500,115533.71,16669.63
322550,115552.21,16672.23
322600,115570.71,16674.82
322650,115589.21,16677.42
322700,115607.71,16680.01
322750,115626.21,16682.61
322800,115644.71,16685.2
322850,115663.21,16687.8
322900,115681.71,16690.39
322950,115700.21,16692.99
323000,115718.71,16695.58
323050,115737.21,16698.18
323100,115755.71,16700.77
323150,115774.21,16703.37
323200,115792.71,16705.96
323250,115811.21,16708.56
323300,115829.71,16711.15
323350,115848.21,16713.75
323400,115866.71,16716.34
323450,115885.21,16718.94
323500,115903.71,16721.53
323550,115922.21,16724.13
323600,115940.71,16726.72
323650,115959.21,16729.32
323700,115977.71,16731.91
323750,115996.21,16734.51
323800,116014.71,16737.1
323850,116033.21,16739.7
323900,116051.71,16742.29
323950,116070.21,16744.89
324000,116088.71,16747.48
324050,116107.21,16750.08
324100,116125.71,16752.67
324150,116144.21,16755.27
324200,116162.71,16757.86
324250,116181.21,16760.46
324300,116199.71,16763.05
324350,116218.21,16765.65
324400,116236.71,16768.24
324450,116255.21,16770.84
